Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1231/7800        ScriptPushUser(lua_State*, User*, bool) [196]
-----------------------------------------------
                0.01    0.00       1/1           IpP2Country::IpP2Country() [22]
[21]     8.3    0.01    0.00       1         IpP2Country::LoadIPv4() [21]
                0.00    0.00       2/2           std::vector<unsigned char, std::allocator<unsigned char> >::resize(unsigned long) [364]
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [365]
                0.00    0.00       1/36          zlib_compress(char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&, int&, int) [278]
-----------------------------------------------
                0.00    0.01       1/1           ServerManager::Start() [17]
[22]     8.3    0.00    0.01       1         IpP2Country::IpP2Country() [22]
                0.01    0.00       1/1           IpP2Country::LoadIPv4() [21]
                0.00    0.00       1/1           IpP2Country::LoadIPv6() [379]
-----------------------------------------------
                                                 <spontaneous>
[23]     8.3    0.01    0.00                 _PROCEDURE_LINKAGE_TABLE_ [23]
-----------------------------------------------
                0.00    0.01    3154/3154        bool nlohmann::json_abi_v3_11_3::detail::parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, nlohmann::json_abi_v3_11_3::detail::iterator_input_adapter<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::sax_parse_internal<nlohmann::json_abi_v3_11_3::detail::json_sax_dom_parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> > >(nlohmann::json_abi_v3_11_3::detail::json_sax_dom_parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >*) [14]
[24]     6.6    0.00    0.01    3154         nlohmann::json_abi_v3_11_3::detail::lexer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, nlohmann::json_abi_v3_11_3::detail::iterator_input_adapter<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::scan_string() [24]
                0.01    0.00   35806/45212       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char) [19]
-----------------------------------------------
                0.00    0.01     368/368         ServiceLoop::Looper() [2]
[25]     6.2    0.00    0.01     368         ServiceLoop::SendLoop() [25]
                0.00    0.01   23586/23614       User::Try2Send() [26]
                0.00    0.00   21681/21681       GlobalDataQueue::ProcessQueues(User*) [45]
                0.00    0.00     404/404         User::AddUserList() [62]
                0.00    0.00     405/6501        User::SendCharDelayed(char const*, unsigned long) [46]
                0.00    0.00     368/368         GlobalDataQueue::PrepareQueueItems() [85]
                0.00    0.00     284/1104        User::SendFormat(char const*, bool, char const*, ...) [66]
                0.00    0.00   18758/18758       GlobalDataQueue::ProcessSingleItems(User*) const [105]
                0.00    0.00       1/808         User::SendCompressedOrPlain(char const*, unsigned int, std::vector<char, std::allocator<char> >&, unsigned int&) [88]
                0.00    0.00   18758/18758       ReduceGlobalBuffer() [191]
                0.00    0.00    7217/28764       User::PutInSendBuf(char const*, unsigned long) [189]
                0.00    0.00     368/368         GlobalDataQueue::ClearQueues() [255]
                0.00    0.00       1/1           UdpDebug::CheckUdpSub(User*, bool) const [421]
-----------------------------------------------
                0.00    0.00       1/23614       User::ProcessRules() [78]
                0.00    0.00       1/23614       DcCommands::ValidateUserNick(DcCommand*, User*, char const*, unsigned long, bool) [6]
                0.00    0.00      26/23614       Users::DisconnectAll() [63]
                0.00    0.01   23586/23614       ServiceLoop::SendLoop() [25]
[26]     5.3    0.00    0.01   23614         User::Try2Send() [26]
                0.00    0.01   22102/22102       GlobalDataQueue::PrometheusSendBytes(char const*, int) [27]
-----------------------------------------------
                0.00    0.01   22102/22102       User::Try2Send() [26]
[27]     5.3    0.00    0.01   22102         GlobalDataQueue::PrometheusSendBytes(char const*, int) [27]
                0.01    0.00   44204/138342      SigHandler(int) [7]
                0.00    0.00   44204/78721       PrometheusMetrics::counter_inc(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [116]
                0.00    0.00   44204/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                                                 <spontaneous>
[28]     3.7    0.00    0.00                 GetUser(lua_State*) [28]
                0.00    0.00    1251/2950        HashManager::FindUser(char const*, unsigned long) const [13]
                0.00    0.00    1251/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
-----------------------------------------------
                                                 <spontaneous>
[29]     3.2    0.00    0.00                 SendToNick(lua_State*) [29]
                0.00    0.00    1055/2950        HashManager::FindUser(char const*, unsigned long) const [13]
                0.00    0.00    1055/6501        User::SendCharDelayed(char const*, unsigned long) [46]
                0.00    0.00    1055/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00    1055/28764       User::PutInSendBuf(char const*, unsigned long) [189]
-----------------------------------------------
                0.00    0.00       1/16813       ServerManager::Start() [17]
                0.00    0.00       3/16813       GlobalDataQueue::PrometheusBansCount(char const*, double) [121]
                0.00    0.00       3/16813       GlobalDataQueue::PrometheusUsersByProfile(int, double) [122]
                0.00    0.00      12/16813       GlobalDataQueue::GlobalDataQueue() [103]
                0.00    0.00      12/16813       GlobalDataQueue::PrometheusUsersByState(char const*, double) [114]
                0.00    0.00      24/16813       GlobalDataQueue::PrometheusLuaTimersPerScript(char const*, double) [111]
                0.00    0.00      24/16813       GlobalDataQueue::PrometheusLuaGcPauseNsec(char const*, double) [109]
                0.00    0.00      24/16813       GlobalDataQueue::PrometheusLuaTimeNsec(char const*, double) [107]
                0.00    0.00      24/16813       GlobalDataQueue::PrometheusLuaCallCount(char const*, double) [108]
                0.00    0.00      24/16813       GlobalDataQueue::PrometheusLuaMemoryBytes(char const*, int) [110]
                0.00    0.00      73/16813       GlobalDataQueue::PrometheusBuildInfo(char const*) [92]
                0.00    0.00     146/16813       GlobalDataQueue::PrometheusUsersBufferBytes(char const*, double) [82]
                0.00    0.00     146/16813       GlobalDataQueue::PrometheusIp2CountryRanges(char const*, double) [81]
                0.00    0.00     146/16813       GlobalDataQueue::PrometheusBandwidth(char const*, long) [80]
                0.00    0.00     219/16813       GlobalDataQueue::PrometheusGlobalQueueBufferBytes(char const*, double) [70]
                0.00    0.00     365/16813       GlobalDataQueue::PrometheusUsersListBufferBytes(char const*, double) [67]
                0.00    0.00   15567/16813       main [1]
[30]     2.0    0.00    0.00   16813         PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
                0.00    0.00   16725/138342      SigHandler(int) [7]
                0.00    0.00      65/3791        UdpDebug::Cleanup() <cycle 1> [113]
-----------------------------------------------
                0.00    0.00    2533/2533        bool nlohmann::json_abi_v3_11_3::detail::parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, nlohmann::json_abi_v3_11_3::detail::iterator_input_adapter<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::sax_parse_internal<nlohmann::json_abi_v3_11_3::detail::json_sax_dom_parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> > >(nlohmann::json_abi_v3_11_3::detail::json_sax_dom_parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >*) [14]
[31]     1.7    0.00    0.00    2533         nlohmann::json_abi_v3_11_3::detail::lexer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, nlohmann::json_abi_v3_11_3::detail::iterator_input_adapter<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::scan_number() [31]
                0.00    0.00    9366/45212       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char) [19]
                0.00    0.00    9366/9636        nlohmann::json_abi_v3_11_3::detail::lexer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, nlohmann::json_abi_v3_11_3::detail::iterator_input_adapter<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::get() [193]
-----------------------------------------------
                0.00    0.00     411/411         User::DoRecv() [4]
[32]     1.4    0.00    0.00     411         DcCommands::Supports(DcCommand*) [32]
                0.00    0.00     411/2604        ScriptManager::Arrival(DcCommand*, unsigned char) [20]
                0.00    0.00     265/138342      SigHandler(int) [7]
                0.00    0.00     265/265         void spdlog::logger::log_<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v10::basic_string_view<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char*&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [83]
                0.00    0.00     265/4059        ScriptManager::UserConnected(User*) [47]
                0.00    0.00     411/1047        User::AddPrcsdCmd(unsigned char, char const*, unsigned long, User*, bool) [219]
                0.00    0.00     411/568         CmdTimer::~CmdTimer() [228]
                0.00    0.00     265/3782        UdpDebug::BroadcastFormat(char const*, ...) const [202]
                0.00    0.00     265/20859       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [190]
-----------------------------------------------
                0.00    0.00     413/413         DcCommands::PreProcessData(DcCommand*) [12]
[33]     1.4    0.00    0.00     413         DcCommands::MyINFO(DcCommand*) [33]
                0.00    0.00     412/2604        ScriptManager::Arrival(DcCommand*, unsigned char) [20]
                0.00    0.00     413/415         User::ProcessRules() [78]
                0.00    0.00       1/4           User::Close(bool) [115]
                0.00    0.00     413/413         User::SetMyInfoOriginal(char const*, unsigned short) [238]
-----------------------------------------------
                0.00    0.00     409/409         DcCommands::PreProcessData(DcCommand*) [12]
[34]     1.3    0.00    0.00     409         DcCommands::GetNickList(DcCommand*) [34]
                0.00    0.00     409/2604        ScriptManager::Arrival(DcCommand*, unsigned char) [20]
                0.00    0.00     408/1640        DeFloodCheckForFlood(User*, unsigned char, short, unsigned short&, unsigned long&, short, unsigned int, char const*) [211]
-----------------------------------------------
                0.00    0.00     409/409         User::DoRecv() [4]
[35]     1.3    0.00    0.00     409         DcCommands::Version(DcCommand*) [35]
                0.00    0.00     409/2604        ScriptManager::Arrival(DcCommand*, unsigned char) [20]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[36]     0.9    0.00    0.00       1         ServerManager::Initialize() [36]
                0.00    0.00       1/1           RegManager::Load() [37]
                0.00    0.00       1/1           SettingManager::SettingManager() [142]
                0.00    0.00       1/1           ScriptManager::ScriptManager() [141]
                0.00    0.00       1/138342      SigHandler(int) [7]
                0.00    0.00       1/1           BanManager::Load() [151]
                0.00    0.00       6/36          zlib_compress(char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&, int&, int) [278]
                0.00    0.00       1/4           ReadWholeFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [335]
                0.00    0.00       1/1           CreateGlobalBuffer() [369]
                0.00    0.00       1/1           CheckForIPv6() [367]
                0.00    0.00       1/1           ReservedNicksManager::ReservedNicksManager() [408]
                0.00    0.00       1/1           ZlibUtility::ZlibUtility() [381]
                0.00    0.00       1/1           TextConverter::TextConverter() [392]
                0.00    0.00       1/1           LanguageManager::LanguageManager() [404]
                0.00    0.00       1/1           LanguageManager::Load() [403]
                0.00    0.00       1/1           ProfileManager::ProfileManager() [395]
                0.00    0.00       1/7           SettingManager::UpdateBotsSameNick() [321]
                0.00    0.00       1/2           SettingManager::UpdateAll() [357]
-----------------------------------------------
                0.00    0.00       1/1           ServerManager::Initialize() [36]
[37]     0.9    0.00    0.00       1         RegManager::Load() [37]
                0.00    0.00    7736/7736        RegUser::CreateReg(char const*, unsigned long, char const*, unsigned long, unsigned char const*, unsigned short) [38]
                0.00    0.00    7736/7736        RegManager::Add(RegUser*) [100]
                0.00    0.00    7738/7806        PXBReader::ReadNextItem(unsigned short const*, unsigned char, unsigned char) [194]
                0.00    0.00       2/36          zlib_compress(char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&, int&, int) [278]
                0.00    0.00       1/4           PXBReader::OpenFileRead(char const*, unsigned char) [336]
                0.00    0.00       1/8           PXBReader::~PXBReader() [317]
-----------------------------------------------
                0.00    0.00    7736/7736        RegManager::Load() [37]
[38]     0.9    0.00    0.00    7736         RegUser::CreateReg(char const*, unsigned long, char const*, unsigned long, unsigned char const*, unsigned short) [38]
                0.00    0.00    7736/138342      SigHandler(int) [7]
-----------------------------------------------
                0.00    0.00     117/117         User::DoRecv() [4]
[39]     0.7    0.00    0.00     117         DcCommands::RevConnectToMe(DcCommand*) [39]
                0.00    0.00     117/2604        ScriptManager::Arrival(DcCommand*, unsigned char) [20]
                0.00    0.00     117/2950        HashManager::FindUser(char const*, unsigned long) const [13]
                0.00    0.00     234/1640        DeFloodCheckForFlood(User*, unsigned char, short, unsigned short&, unsigned long&, short, unsigned int, char const*) [211]
                0.00    0.00     117/1047        User::AddPrcsdCmd(unsigned char, char const*, unsigned long, User*, bool) [219]
-----------------------------------------------
                0.00    0.00    2935/2935        User::DoRecv() [4]
[40]     0.7    0.00    0.00    2935         GlobalDataQueue::PrometheusRecvBytes(char const*, int) [40]
                0.00    0.00    5870/138342      SigHandler(int) [7]
                0.00    0.00    5870/78721       PrometheusMetrics::counter_inc(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [116]
                0.00    0.00    5870/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                0.00    0.00     200/5852        ZlibUtility::CreateZPipeAlign(char const*, unsigned long, std::vector<char, std::allocator<char> >&, unsigned int&) [89]
                0.00    0.00     416/5852        ZlibUtility::CreateZPipe(char const*, unsigned long, std::vector<char, std::allocator<char> >&, unsigned int&) [72]
                0.00    0.00    5236/5852        ZlibUtility::CreateZPipe(char const*, unsigned long, unsigned int&) [44]
[41]     0.7    0.00    0.00    5852         GlobalDataQueue::PrometheusZlibBytes(char const*, int) [41]
                0.00    0.00    5852/138342      SigHandler(int) [7]
                0.00    0.00    5852/78721       PrometheusMetrics::counter_inc(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [116]
                0.00    0.00    5852/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                0.00    0.00       1/5629        ServiceLoop::~ServiceLoop() [139]
                0.00    0.00       1/5629        DcCommands::ConnectToMe(DcCommand*, bool) [43]
                0.00    0.00       1/5629        ServerManager::Stop() [132]
                0.00    0.00       2/5629        DcCommands::ProcessCmds(User*) [57]
                0.00    0.00       4/5629        User::Close(bool) [115]
                0.00    0.00      67/5629        DcCommands::PreProcessData(DcCommand*) [12]
                0.00    0.00     126/5629        GlobalDataQueue::PrepareQueueItems() [85]
                0.00    0.00     262/5629        User::SendTextDelayed(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [69]
                0.00    0.00    1517/5629        GlobalDataQueue::ProcessQueues(User*) [45]
                0.00    0.00    3648/5629        ScriptManager::UserConnected(User*) [47]
[42]     0.7    0.00    0.00    5629         GlobalDataQueue::PrometheusLogBytes(char const*, int) [42]
                0.00    0.00    5629/138342      SigHandler(int) [7]
                0.00    0.00    5629/78721       PrometheusMetrics::counter_inc(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [116]
                0.00    0.00    5629/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                0.00    0.00     109/109         User::DoRecv() [4]
[43]     0.7    0.00    0.00     109         DcCommands::ConnectToMe(DcCommand*, bool) [43]
                0.00    0.00     109/2604        ScriptManager::Arrival(DcCommand*, unsigned char) [20]
                0.00    0.00     109/2950        HashManager::FindUser(char const*, unsigned long) const [13]
                0.00    0.00       1/5629        GlobalDataQueue::PrometheusLogBytes(char const*, int) [42]
                0.00    0.00       1/1           void spdlog::logger::log_<char const*, char const*, char*>(spdlog::source_loc, spdlog::level::level_enum, fmt::v10::basic_string_view<char>, char const*&&, char const*&&, char*&&) [144]
                0.00    0.00       2/3           DcCommands::SendIPFixedMsg(User*, char const*, char const*) [138]
                0.00    0.00     109/1640        DeFloodCheckForFlood(User*, unsigned char, short, unsigned short&, unsigned long&, short, unsigned int, char const*) [211]
                0.00    0.00     108/1047        User::AddPrcsdCmd(unsigned char, char const*, unsigned long, User*, bool) [219]
                0.00    0.00     108/108         DcCommands::CheckAndGetPort(char const*, unsigned char, unsigned int&) [264]
                0.00    0.00     106/568         CmdTimer::~CmdTimer() [228]
                0.00    0.00       1/1587        PXLog::NotifyScriptLog(unsigned long) [212]
                0.00    0.00       1/3782        UdpDebug::BroadcastFormat(char const*, ...) const [202]
-----------------------------------------------
                0.00    0.00       1/2618        Users::DisconnectAll() [63]
                0.00    0.00     407/2618        User::SendFormat(char const*, bool, char const*, ...) [66]
                0.00    0.00    2210/2618        User::SendCharDelayed(char const*, unsigned long) [46]
[44]     0.6    0.00    0.00    2618         ZlibUtility::CreateZPipe(char const*, unsigned long, unsigned int&) [44]
                0.00    0.00    5236/5852        GlobalDataQueue::PrometheusZlibBytes(char const*, int) [41]
-----------------------------------------------
                0.00    0.00   21681/21681       ServiceLoop::SendLoop() [25]
[45]     0.6    0.00    0.00   21681         GlobalDataQueue::ProcessQueues(User*) [45]
                0.00    0.00    1520/138342      SigHandler(int) [7]
                0.00    0.00    1517/5629        GlobalDataQueue::PrometheusLogBytes(char const*, int) [42]
                0.00    0.00    1517/1517        void spdlog::logger::log_<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(spdlog::source_loc, spdlog::level::level_enum, fmt::v10::basic_string_view<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [56]
                0.00    0.00     339/339         ZlibUtility::CreateZPipe(char const*, unsigned long, std::vector<char, std::allocator<char> >&, unsigned int&) [72]
                0.00    0.00   13525/28764       User::PutInSendBuf(char const*, unsigned long) [189]
                0.00    0.00    1736/1736        GlobalDataQueue::AddDataToQueue(GlobalDataQueue::GlobalQueue&, char const*, unsigned long) [210]
                0.00    0.00    1517/1587        PXLog::NotifyScriptLog(unsigned long) [212]
                0.00    0.00    1517/20859       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [190]
                0.00    0.00      48/48          GlobalDataQueue::AddDataToQueueStr(GlobalDataQueue::GlobalQueue&, char const*, unsigned long) [277]
                0.00    0.00      12/12          User::RemFromSendBuf(char const*, unsigned int, unsigned int) [309]
-----------------------------------------------
                0.00    0.00      73/6501        GlobalDataQueue::ProcessSingleItems(User*) const [105]
                0.00    0.00     225/6501        ServiceLoop::ReceiveLoop() [3]
                0.00    0.00     405/6501        ServiceLoop::SendLoop() [25]
                0.00    0.00     410/6501        DcCommands::ProcessCmds(User*) [57]
                0.00    0.00     670/6501        User::AddUserList() [62]
                0.00    0.00    1055/6501        SendToNick(lua_State*) [29]
                0.00    0.00    3663/6501        SendToUser(lua_State*) [48]
[46]     0.5    0.00    0.00    6501         User::SendCharDelayed(char const*, unsigned long) [46]
                0.00    0.00    2210/2618        ZlibUtility::CreateZPipe(char const*, unsigned long, unsigned int&) [44]
                0.00    0.00    2197/28764       User::PutInSendBuf(char const*, unsigned long) [189]
-----------------------------------------------
                0.00    0.00       1/4059        ServerThread::Listen(bool) [135]
                0.00    0.00       1/4059        ServerManager::Start() [17]
                0.00    0.00       1/4059        main [1]
                0.00    0.00       2/4059        ServerManager::ResolveHubAddress(bool) [125]
                0.00    0.00       2/4059        DcCommands::SetExtJSON(User*, char const*, unsigned int) [123]
                0.00    0.00     265/4059        DcCommands::Supports(DcCommand*) [32]
                0.00    0.00     408/4059        ServiceLoop::ReceiveLoop() [3]
                0.00    0.00     411/4059        DcCommands::ProcessCmds(User*) [57]
                0.00    0.00    2968/4059        DcCommands::PreProcessData(DcCommand*) [12]
[47]     0.4    0.00    0.00    4059         ScriptManager::UserConnected(User*) [47]
                0.00    0.00    3648/5629        GlobalDataQueue::PrometheusLogBytes(char const*, int) [42]
                0.00    0.00    6567/7800        ScriptPushUser(lua_State*, User*, bool) [196]
-----------------------------------------------
                                                 <spontaneous>
[48]     0.4    0.00    0.00                 SendToUser(lua_State*) [48]
                0.00    0.00    3663/6501        User::SendCharDelayed(char const*, unsigned long) [46]
                0.00    0.00    3663/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00    3663/7771        ScriptGetUser(lua_State*, int, char const*) [197]
                0.00    0.00    2129/28764       User::PutInSendBuf(char const*, unsigned long) [189]
-----------------------------------------------
                0.00    0.00    3035/3035        DcCommands::PreProcessData(DcCommand*) [12]
[49]     0.4    0.00    0.00    3035         void spdlog::logger::log_<int, std::basic_string_view<char, std::char_traits<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned int&>(spdlog::source_loc, spdlog::level::level_enum, fmt::v10::basic_string_view<char>, int&&, std::basic_string_view<char, std::char_traits<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned int&) [49]
                0.00    0.00    3035/138342      SigHandler(int) [7]
-----------------------------------------------
                0.00    0.00    2847/2847        bool nlohmann::json_abi_v3_11_3::detail::parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, nlohmann::json_abi_v3_11_3::detail::iterator_input_adapter<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::sax_parse_internal<nlohmann::json_abi_v3_11_3::detail::json_sax_dom_parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> > >(nlohmann::json_abi_v3_11_3::detail::json_sax_dom_parser<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >*) [14]
[50]     0.3    0.00    0.00    2847         std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, std::less<void>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> > > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [50]
                0.00    0.00    2569/138342      SigHandler(int) [7]
