Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       2/264         DcCommands::ProcessCmds(User*) [57]
                0.00    0.00     262/264         User::SendTextDelayed(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [69]
[84]     0.0    0.00    0.00     264         void spdlog::logger::log_<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned long>(spdlog::source_loc, spdlog::level::level_enum, fmt::v10::basic_string_view<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned long&&) [84]
                0.00    0.00     264/138342      SigHandler(int) [7]
-----------------------------------------------
                0.00    0.00     368/368         ServiceLoop::SendLoop() [25]
[85]     0.0    0.00    0.00     368         GlobalDataQueue::PrepareQueueItems() [85]
                0.00    0.00     126/5629        GlobalDataQueue::PrometheusLogBytes(char const*, int) [42]
                0.00    0.00     126/126         void spdlog::logger::log_<unsigned long, int>(spdlog::source_loc, spdlog::level::level_enum, fmt::v10::basic_string_view<char>, unsigned long&&, int&&) [94]
                0.00    0.00     736/1108        std::__cxx11::_List_base<std::unique_ptr<GlobalDataQueue::SingleDataItem, std::default_delete<GlobalDataQueue::SingleDataItem> >, std::allocator<std::unique_ptr<GlobalDataQueue::SingleDataItem, std::default_delete<GlobalDataQueue::SingleDataItem> > > >::_M_clear() [218]
                0.00    0.00     126/3782        UdpDebug::BroadcastFormat(char const*, ...) const [202]
-----------------------------------------------
                                                 <spontaneous>
[86]     0.0    0.00    0.00                 GetUserData(lua_State*) [86]
                0.00    0.00     803/803         GlobalDataQueue::PrometheusLuaUserDataInc(unsigned char) [95]
                0.00    0.00     803/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00     803/7771        ScriptGetUser(lua_State*, int, char const*) [197]
-----------------------------------------------
                0.00    0.00     225/225         ServiceLoop::ReceiveLoop() [3]
[87]     0.0    0.00    0.00     225         HashManager::FindUser(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [87]
                0.00    0.00     225/138342      SigHandler(int) [7]
-----------------------------------------------
                0.00    0.00       1/808         ServiceLoop::SendLoop() [25]
                0.00    0.00     807/808         User::AddUserList() [62]
[88]     0.0    0.00    0.00     808         User::SendCompressedOrPlain(char const*, unsigned int, std::vector<char, std::allocator<char> >&, unsigned int&) [88]
                0.00    0.00     501/501         ZlibUtility::CreateZPipeAlign(char const*, unsigned long, std::vector<char, std::allocator<char> >&, unsigned int&) [89]
                0.00    0.00     401/28764       User::PutInSendBuf(char const*, unsigned long) [189]
-----------------------------------------------
                0.00    0.00     501/501         User::SendCompressedOrPlain(char const*, unsigned int, std::vector<char, std::allocator<char> >&, unsigned int&) [88]
[89]     0.0    0.00    0.00     501         ZlibUtility::CreateZPipeAlign(char const*, unsigned long, std::vector<char, std::allocator<char> >&, unsigned int&) [89]
                0.00    0.00     200/5852        GlobalDataQueue::PrometheusZlibBytes(char const*, int) [41]
-----------------------------------------------
                                                 <spontaneous>
[90]     0.0    0.00    0.00                 GetUserAllData(lua_State*) [90]
                0.00    0.00    1263/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00    1263/7771        ScriptGetUser(lua_State*, int, char const*) [197]
                0.00    0.00    1263/1263        ScriptPushUserExtended(lua_State*, User*, int) [217]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.0    0.00    0.00                 RegBot(lua_State*) [91]
                0.00    0.00       7/2950        HashManager::FindUser(char const*, unsigned long) const [13]
                0.00    0.00       7/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00       7/468         HashNick(char const*, unsigned long) [229]
                0.00    0.00       7/7           ReservedNicksManager::CheckReserved(char const*, unsigned int) const [322]
-----------------------------------------------
                0.00    0.00      73/73          main [1]
[92]     0.0    0.00    0.00      73         GlobalDataQueue::PrometheusBuildInfo(char const*) [92]
                0.00    0.00      73/138342      SigHandler(int) [7]
                0.00    0.00      73/16813       PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
                0.00    0.00      73/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                                                 <spontaneous>
[93]     0.0    0.00    0.00                 SendToProfile(lua_State*) [93]
                0.00    0.00     828/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00     828/828         GlobalDataQueue::SingleItemStore(char const*, unsigned long, User*, int, unsigned char) [223]
-----------------------------------------------
                0.00    0.00     126/126         GlobalDataQueue::PrepareQueueItems() [85]
[94]     0.0    0.00    0.00     126         void spdlog::logger::log_<unsigned long, int>(spdlog::source_loc, spdlog::level::level_enum, fmt::v10::basic_string_view<char>, unsigned long&&, int&&) [94]
                0.00    0.00     126/138342      SigHandler(int) [7]
-----------------------------------------------
                0.00    0.00     803/803         GetUserData(lua_State*) [86]
[95]     0.0    0.00    0.00     803         GlobalDataQueue::PrometheusLuaUserDataInc(unsigned char) [95]
                0.00    0.00     803/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00     803/78721       PrometheusMetrics::counter_inc(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [116]
                0.00    0.00     803/89342       std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [186]
                0.00    0.00     803/89342       std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [187]
                0.00    0.00     803/2845        RegCore(lua_State*) [205]
-----------------------------------------------
                                   8             CFlyServerContext::run_db_query(char const*, unsigned long, CDBManager&) <cycle 2> [117]
[96]     0.0    0.00    0.00       8         process_test_port(CFlyServerContext const&) <cycle 2> [96]
                0.00    0.00       8/8           nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::dump(int, char, bool, nlohmann::json_abi_v3_11_3::detail::error_handler_t) const [102]
                0.00    0.00      16/138342      SigHandler(int) [7]
                0.00    0.00      40/3791        nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::json_value::destroy(nlohmann::json_abi_v3_11_3::detail::value_t) <cycle 1> [200]
                0.00    0.00      36/60          nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [271]
                0.00    0.00      30/32          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [280]
                0.00    0.00      24/24          nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>& nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::operator[]<char const>(char const*) [293]
                0.00    0.00      24/24          nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::operator[](unsigned long) const [294]
                0.00    0.00      24/24          nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> const& nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::operator[]<char const>(char const*) const [295]
                0.00    0.00      16/16          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [301]
                0.00    0.00      12/20859       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [190]
                0.00    0.00       8/8           void nlohmann::json_abi_v3_11_3::detail::get_arithmetic_value<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>, long, 0>(nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> const&, long&) [314]
                0.00    0.00       8/8           std::__cxx11::to_string(long) [320]
                                   8             nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::parse<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::function<bool (int, nlohmann::json_abi_v3_11_3::detail::parse_event_t, nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>&)>, bool, bool) <cycle 2> [54]
-----------------------------------------------
                0.00    0.00      56/7792        BanManager::Load() [151]
                0.00    0.00    7736/7792        RegManager::Add(RegUser*) [100]
[97]     0.0    0.00    0.00    7792         BanManager::Add(BanItem*) [97]
                0.00    0.00      56/56          BanManager::Add2Table(BanItem*) [98]
                0.00    0.00    7736/7736        std::_Hashtable<unsigned int, std::pair<unsigned int const, RegUser*>, std::allocator<std::pair<unsigned int const, RegUser*> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, false> >::_M_insert_multi_node(std::__detail::_Hash_node<std::pair<unsigned int const, RegUser*>, false>*, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, RegUser*>, false>*) [199]
-----------------------------------------------
                0.00    0.00      56/56          BanManager::Add(BanItem*) [97]
[98]     0.0    0.00    0.00      56         BanManager::Add2Table(BanItem*) [98]
                0.00    0.00      35/35          BanManager::Add2IpTable(BanItem*) [99]
                0.00    0.00      50/58          CFlyServerContext::run_thread_log() [272]
-----------------------------------------------
                0.00    0.00      35/35          BanManager::Add2Table(BanItem*) [98]
[99]     0.0    0.00    0.00      35         BanManager::Add2IpTable(BanItem*) [99]
                0.00    0.00      67/138342      SigHandler(int) [7]
                0.00    0.00      34/34          std::_Hashtable<std::array<unsigned char, 16ul>, std::pair<std::array<unsigned char, 16ul> const, BanManager::IpTableItem>, std::allocator<std::pair<std::array<unsigned char, 16ul> const, BanManager::IpTableItem> >, std::__detail::_Select1st, std::equal_to<std::array<unsigned char, 16ul> >, BanManager::IpHashHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::array<unsigned char, 16ul> const, BanManager::IpTableItem>, false>*, unsigned long) [279]
-----------------------------------------------
                0.00    0.00    7736/7736        RegManager::Load() [37]
[100]    0.0    0.00    0.00    7736         RegManager::Add(RegUser*) [100]
                0.00    0.00    7736/7792        BanManager::Add(BanItem*) [97]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.0    0.00    0.00                 GetProfilePermissions(lua_State*) [101]
                0.00    0.00     408/14260       GlobalDataQueue::PrometheusLuaInc(char const*) [51]
                0.00    0.00      13/28          PushProfilePermissions(lua_State*, unsigned short) [281]
-----------------------------------------------
                0.00    0.00       8/8           process_test_port(CFlyServerContext const&) <cycle 2> [96]
[102]    0.0    0.00    0.00       8         nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::dump(int, char, bool, nlohmann::json_abi_v3_11_3::detail::error_handler_t) const [102]
                0.00    0.00       8/8           nlohmann::json_abi_v3_11_3::detail::serializer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >::dump(nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> const&, bool, bool, unsigned int, unsigned int) [106]
                0.00    0.00       8/45212       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char) [19]
                0.00    0.00       8/8           std::_Sp_counted_ptr_inplace<nlohmann::json_abi_v3_11_3::detail::output_string_adapter<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [318]
                0.00    0.00       8/8           nlohmann::json_abi_v3_11_3::detail::output_string_adapter<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~output_string_adapter() [315]
                0.00    0.00       8/8           std::_Sp_counted_ptr_inplace<nlohmann::json_abi_v3_11_3::detail::output_string_adapter<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [319]
-----------------------------------------------
                0.00    0.00       1/1           ServerManager::Start() [17]
[103]    0.0    0.00    0.00       1         GlobalDataQueue::GlobalDataQueue() [103]
                0.00    0.00      46/138342      SigHandler(int) [7]
                0.00    0.00      12/16813       PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
                0.00    0.00      10/78721       PrometheusMetrics::counter_inc(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [116]
                0.00    0.00      12/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
                0.00    0.00       1/1           PrometheusMetrics::PrometheusMetrics(std::basic_string_view<char, std::char_traits<char> >) [406]
-----------------------------------------------
                0.00    0.00       1/1           User::DoRecv() [4]
[104]    0.0    0.00    0.00       1         DcCommands::SR(DcCommand*) [104]
                0.00    0.00       1/2604        ScriptManager::Arrival(DcCommand*, unsigned char) [20]
                0.00    0.00       1/2950        HashManager::FindUser(char const*, unsigned long) const [13]
                0.00    0.00       1/1047        User::AddPrcsdCmd(unsigned char, char const*, unsigned long, User*, bool) [219]
                0.00    0.00       1/568         CmdTimer::~CmdTimer() [228]
                0.00    0.00       1/1640        DeFloodCheckForFlood(User*, unsigned char, short, unsigned short&, unsigned long&, short, unsigned int, char const*) [211]
-----------------------------------------------
                0.00    0.00   18758/18758       ServiceLoop::SendLoop() [25]
[105]    0.0    0.00    0.00   18758         GlobalDataQueue::ProcessSingleItems(User*) const [105]
                0.00    0.00      73/6501        User::SendCharDelayed(char const*, unsigned long) [46]
                0.00    0.00      73/28764       User::PutInSendBuf(char const*, unsigned long) [189]
-----------------------------------------------
                                   8             nlohmann::json_abi_v3_11_3::detail::serializer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >::dump(nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> const&, bool, bool, unsigned int, unsigned int) [106]
                0.00    0.00       8/8           nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void>::dump(int, char, bool, nlohmann::json_abi_v3_11_3::detail::error_handler_t) const [102]
[106]    0.0    0.00    0.00       8+8       nlohmann::json_abi_v3_11_3::detail::serializer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >::dump(nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> const&, bool, bool, unsigned int, unsigned int) [106]
                0.00    0.00      32/45212       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char) [19]
                0.00    0.00      16/16          nlohmann::json_abi_v3_11_3::detail::output_string_adapter<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::write_characters(char const*, unsigned long) [300]
                0.00    0.00      16/69          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long) [268]
                0.00    0.00      16/16          nlohmann::json_abi_v3_11_3::detail::serializer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >::dump_escaped(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) [299]
                                   8             nlohmann::json_abi_v3_11_3::detail::serializer<nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> >::dump(nlohmann::json_abi_v3_11_3::basic_json<std::map, std::vector, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, long, unsigned long, double, std::allocator, nlohmann::json_abi_v3_11_3::adl_serializer, std::vector<unsigned char, std::allocator<unsigned char> >, void> const&, bool, bool, unsigned int, unsigned int) [106]
-----------------------------------------------
                0.00    0.00      24/24          main [1]
[107]    0.0    0.00    0.00      24         GlobalDataQueue::PrometheusLuaTimeNsec(char const*, double) [107]
                0.00    0.00      24/138342      SigHandler(int) [7]
                0.00    0.00      24/16813       PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
                0.00    0.00      24/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                0.00    0.00      24/24          main [1]
[108]    0.0    0.00    0.00      24         GlobalDataQueue::PrometheusLuaCallCount(char const*, double) [108]
                0.00    0.00      24/138342      SigHandler(int) [7]
                0.00    0.00      24/16813       PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
                0.00    0.00      24/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                0.00    0.00      24/24          main [1]
[109]    0.0    0.00    0.00      24         GlobalDataQueue::PrometheusLuaGcPauseNsec(char const*, double) [109]
                0.00    0.00      24/138342      SigHandler(int) [7]
                0.00    0.00      24/16813       PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
                0.00    0.00      24/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                0.00    0.00      24/24          main [1]
[110]    0.0    0.00    0.00      24         GlobalDataQueue::PrometheusLuaMemoryBytes(char const*, int) [110]
                0.00    0.00      24/138342      SigHandler(int) [7]
                0.00    0.00      24/16813       PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
                0.00    0.00      24/75090       zlib_uncompress(unsigned char const*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> >&) [188]
-----------------------------------------------
                0.00    0.00      24/24          main [1]
[111]    0.0    0.00    0.00      24         GlobalDataQueue::PrometheusLuaTimersPerScript(char const*, double) [111]
                0.00    0.00      24/138342      SigHandler(int) [7]
                0.00    0.00      24/16813       PrometheusMetrics::gauge_set(std::basic_string_view<char, std::char_traits<char> >, double, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [30]
